studytime,score
64.0424756665872,3.3941678592845026
4.131926552635578,18.26649551371832
56.22274069642893,43.88087706289634
72.96152515928557,48.059926008476516
88.2282757585611,85.19066139151118
34.503999322709056,81.89552688669633
6.853500819379754,58.03522380274132
46.64789533742035,12.898382493309713
10.9569049406667,31.48424438197479
12.057026335292365,76.43276124215332
65.1258166832085,66.32656041487326
72.72831374667223,68.60530564058797
52.17169121243243,69.87076157942373
51.29374670040284,18.809469606906358
11.726874597163594,1.9381020323923748
9.398164175868985,16.11902098599993
50.16561365585414,24.409167912291906
12.103241584799207,47.0595837392237
26.290012106265202,86.35846200709689
56.90316156079458,66.17335786674374
17.771243704032045,38.07184877655363
16.1859390723081,61.24035600302251
82.76116510076076,43.40683275206728
23.648082682593774,91.83450750296397
31.620799495400387,74.04559849344527
80.01026381991579,2.664564792821389
67.00478273151059,49.281218018480835
35.398590723148274,9.602009307231318
5.172688153895432,40.71017926449315
1.7783932060417285,10.86220305457818
59.52469150246523,89.25784225336221
85.6347817708972,86.92486836775927
30.07900072411275,97.56404210881489
81.13275260157073,90.1134995752742
92.1553631694335,21.34076011746975
97.38863189405322,17.10461521285088
0.551771873759499,91.90755598853073
90.57214460771857,70.2522685258605
71.9651213217086,66.48666879089086
73.58220264217572,59.17905692333064
10.403139224975744,8.405799898958266
59.03602449823687,84.69876990622693
4.296279978624251,33.24804311147711
27.693286001114515,11.088805987600935
29.17985256929049,67.12269923621314
36.032499138014096,65.27419959927043
64.53139378601232,37.73566282702837
60.61610417490277,31.22254072032541
97.72723299699666,13.832300689419185
2.292561512231417,72.0430885081189
67.5874575520168,90.52670296567278
28.612670779657424,57.11488655586234
31.65150618937207,66.91514349697833
41.30176185428363,51.654198830550534
94.52870890854433,64.56044105682713
0.6263924598570392,19.485272181042145
7.95477798117753,45.690677594017636
70.03358717591942,75.34985163787191
22.853191821830833,92.35027659832153
45.53671508813538,33.57515034114644
14.55901972264112,34.386799839087736
99.5638535616515,64.53935325613983
33.07889507302468,50.53304042907163
27.851282650492703,43.24086450542723
79.74282059768753,25.733462926196026
26.417574457216908,83.23647525373
95.4474922782498,36.23358061173607
79.9333585730353,44.51576744348754
21.55054301653618,94.03986405148322
97.83328617508182,97.25097462479589
64.75282235047001,86.39729204590533
90.39737345207722,53.73020593437461
84.40343737539557,94.80341137262442
70.92439105811346,84.45538193270876
64.33743921671326,48.42038340169188
58.69292962584369,94.16175604801337
19.770955979860084,29.87954305084267
90.64809804629277,8.697452539030659
0.248347240112623,53.34837348273807
18.171042727173802,32.094759167722785
88.83938490903715,64.64296059972482
49.560795374588906,63.324376639021864
35.38103005962435,59.14537090308044
62.10922649857091,17.812038262066597
25.490725923738566,94.10905415788673
84.97545851807834,86.08924133125437
41.53831922674106,62.48019547330317
90.70030492718007,40.283942648278014
83.9398089675292,59.524072890029046
64.73643632011587,10.635677580807156
10.16344004511195,95.1623717694074
7.557578790119135,86.94914942837212
87.91167632318958,71.91304037050668
12.141214051985095,92.99204164706288
4.606812043081443,22.882694753748122
36.77033472039969,50.900144379188205
39.590218127804036,72.84180318443859
22.523978632315323,44.598547745229546
30.81241373145772,44.32014585512836
47.22715324162583,70.05980403809808
